Area,Activity,Sex ,Age,Injury,Fatal(Y/N),Time,Species 
Western Australia,Spearfishing,M,23,Non_Fatal,N,Morning,"Grey nurse shark, 2.4 m [8'] "
Queensland,"Surfing, pushing board ashore",M,22,FATAL,Y,Morning,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut
Torres Strait,Swimming with other crew near wharf,M,17,Non_Fatal,N,Afternoon,1.8 m [6'] shark
Primorje-Gorski Kotar County ,Swimming,M,19,FATAL,Y,Afternoon,White shark
165  miles from Bermuda,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,Non_Fatal,N,Morning,"Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer"
California,Swimming,M,16,Non_Fatal,N,Morning,"White shark, 4 m [13'] "
South Carolina,Wading,M,19,Non_Fatal,N,Morning,White shark
Hawaii,"Net fishing, picking catch from the net",M,38,Non_Fatal,N,Evening,2.4 m [8'] shark
New York,Spearfishing,M,57,Non_Fatal,N,Afternoon,"43"" shark"
Adriatic Sea,Spearfishing,M,21,Non_Fatal,N,Afternoon,"White shark, 4.5 m "
California,Free diving for abalone,M,20,Non_Fatal,N,Morning,White shark
Florida,Walking in chest-deep water,M,52,Non_Fatal,N,Morning,"Hammerhead shark, 500-llb "
Gaza,Swimming,M,37,Non_Fatal,N,Morning,Zambesi shark
New South Wales,"Checking fish traps, fell into the water",M,40,Non_Fatal,N,Evening," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']"
Gaza,"Swimming, using bundles of sticks as raft",M,38,FATAL,Y,Morning,Zambesi shark
Victoria,Swimming,M,24,Non_Fatal,N,Evening,3 m [10'] shark
South Australia,Spearfishing,M,21,Non_Fatal,N,Afternoon,"White shark, 3.7 m [12'] "
Wake Island (EnenKio),Free diving,M,33,Non_Fatal,N,Afternoon,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart"
Western Cape Province,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,27,Non_Fatal,N,Evening,1.5 m [5'] shark
Eastern Cape Province,Swimming,M,14,FATAL,Y,Afternoon,"2.1 m [7'], 90-kg shark"
KwaZulu-Natal,Swimming,M,15,Non_Fatal,N,Afternoon,White shark
New South Wales,Collecting aquarium specimens,M,27,Non_Fatal,N,Morning,"Wobbegong shark, 1.5 m [5'] "
KwaZulu-Natal,Standing,M,13,Non_Fatal,N,Evening,"White shark, based on bite pattern"
KwaZulu-Natal,Swimming,M,25,FATAL,Y,Afternoon,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark"
Queensland,"Fishing, when line became snagged on rock & he dived into water to free it ",M,33,Non_Fatal, N,Morning,"Grey nurse shark, 1m "
Queensland,Swimming,M,41,Non_Fatal, N,Afternoon,3' shark
Florida,Holding shark on leader & dangling it above the water,M,15,Non_Fatal,N,Evening,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer"
Virginia,"Fishing, tossing netted shark onboard",M,41,Non_Fatal,N,Afternoon,"""sand shark"""
Florida,Scuba diving,M,39,Non_Fatal,N,Morning,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth"
Paget,Free diving but treading water at surface,M,25,Non_Fatal,N,Afternoon,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered"
California,Swimming ,F,16,Non_Fatal,N,Afternoon,"White shark, 4 m to 5 m [13' to 16.5'] "
KwaZulu-Natal,Treading water,M,16,Non_Fatal,N,Afternoon,"White shark, 2.1 m [7']  based on tooth pattern"
California,Skindiving for abalone (but at surface),M,48,Non_Fatal,N,Afternoon,"White shark, 4.9 m [16'] "
New South Wales,Surfing,M,17,Non_Fatal,N,Evening,"White shark, 3.7 m [12'] "
Florida,Treading water,M,42,Non_Fatal,N,Afternoon,"1.2 m [4'], possibly  larger shark"
Tasmania,"Wading, fishing for flounder",M,31,Non_Fatal,N,Evening,Two 2.1 m [7'] sharks
New South Wales,Free diving,M,13,FATAL,Y,Afternoon,Bull shark
Victoria,Body surfing,M,19,Non_Fatal,N,Afternoon,3.5 m [11.5'] shark
Queensland,Standing in chest-deep water,M,17,Non_Fatal,N,Morning,"""a small shark"""
Queensland,Trailing the field in a surf race,M,19,Non_Fatal,N,Morning,3 m to 4.3 m [10' to 14'] shark
California,Swimming at surface through school of feeding 2.5' to 5â€™ sharks,M,21,Non_Fatal,N,Morning,"Blue shark, 1.5 m [5'] "
California,Diving for abalone,M,30,Non_Fatal,N,Afternoon,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks"
Kadavu,Spearfishing,M,36,Non_Fatal,N,Afternoon,"Tiger shark, 1.8 m [6']"
Florida,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,30,Non_Fatal,N,Evening,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved"
Wakayama Prefecture,Swimming,M,15,FATAL,Y,Afternoon,"Blue shark, 3 m [10']"
California,Spearfishing (but on surface),M,25,Non_Fatal,N,Evening,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description"
California,Free diving for abalone,M,33,FATAL,Y,Evening,"Reported to involve a White shark, 6 m to 7m [20' to 23'] "
California,Treading water,M,18,FATAL,Y,Evening,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks"
Florida,Spearfishing,M,19,Non_Fatal,N,Morning,"Tiger shark, 3.7 m [12']"
KwaZulu-Natal,Treading water,M,14,Non_Fatal,N,Afternoon,1.8 to 2.1 m [6' to 7'] shark
Western Australia,Working prawn net,M,20,Non_Fatal,N,Evening,"Grey nurse shark, 1.8 m [6']"
Tasmania,In deep water about 100 yards from his ship,M,22,FATAL,Y,Afternoon,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] 
Queensland,"Surfing, but treading water",M,17,Non_Fatal,N,Morning,1.8 m [6'] shark
Western Cape Province,Swimming,M,18,Non_Fatal,N,Afternoon,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness"
Hawaii,Surfing on air mattress,M,15,FATAL,Y,Afternoon,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] "
Tutuila Island,Cleaning hull of ship ,M,22,FATAL,Y,Morning,Tiger shark
Queensland,Swimming,M,21,FATAL,Y,Afternoon,12' shark
Cat Cay,Fishing,M,42,Non_Fatal,N,Morning,200-lb shark
Florida,"Swimming, ducking for shells in water 0.9 m deep",M,12,Non_Fatal,N,Afternoon,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] "
Florida,"Swimming, ducking for shells in water 0.9 m deep",M,8,Non_Fatal,N,Afternoon,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] "
Between Hawaii & Wake Island,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,31,Non_Fatal,N,Morning,Sharks averaged 1.8 m [6'] in length
Florida,Free diving,M,20,Non_Fatal,N,Afternoon,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark"
Abaco Islands,"Spearfishing, had fish on his spear",M,36,Non_Fatal,N,Afternoon,"Tiger shark, <2 m TL"
Florida,Wading,M,59,Non_Fatal,N,Evening,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions"
Florida,Walking,M,17,Non_Fatal,N,Evening,Tiger shark?
Taipei Hsien,Diving,M,29,Non_Fatal,N,Evening,"Mako shark, 100-kg [221-lb] "
KwaZulu-Natal,Paddling in knee-deep water,F,28,FATAL,Y,Morning,3 m [10'] shark
KwaZulu-Natal,Swimming with goggles,M,29,FATAL,Y,Afternoon,3 m [10'] shark
New South Wales,Body surfing,M,14,Non_Fatal,N,Afternoon,6' shark
KwaZulu-Natal,Standing,F,14,Non_Fatal,N,Afternoon,1.8 m [6'] shark
KwaZulu-Natal,Floating,M,23,FATAL,Y,Afternoon,>3 m [10'] shark
North Carolina,Swimming,M,57,FATAL,Y,Afternoon,White shark
New South Wales,Competing in spearfishing championship & towing dead fish,M,28,Non_Fatal,N,Afternoon,4.6 m [15'] shark
California,Swimming,M,25,FATAL,Y,Afternoon,White shark
Florida,Standing,M,17,Non_Fatal,N,Morning,4 m [13'] shark
Torres Strait,Swimming between  anchored  pearling luggers,M,22,Non_Fatal,N,Afternoon,Shark seen feeding on turtle scraps thrown overboard prior to incident.
Milne Bay Province,Spearfishing,M,19,FATAL,Y,Afternoon,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut
"Near Dakar, Cap Vert Peninsula","Skindiving, fish at belt",M,19,Non_Fatal,N,Evening,Lemon shark
California,Swimming near pier,M,10,Non_Fatal,N,Afternoon,"White shark, 2.7 m [9'] "
Victoria,"Swimming, attacked at  surf carnival",M,26,FATAL,Y,Afternoon,3.7 m [12'] shark & may have been another shark nearby
Queensland,Diving into water,M,15,FATAL,Y,Morning,1.8 m [6'] shark
Central Province,Swimming,M,8,Non_Fatal,N,Evening,Wobbegong shark
Tutuila Island,Swimming,M,28,FATAL,Y,Morning,Blue shark
California,Spearfishing,M,19,Non_Fatal,N,Afternoon,"White shark, 5 m to 6 m [16.5' to 20] "
New South Wales,Swimming,M,25,FATAL,Y,Afternoon,3.6 m  white shark  (or bronze whaler)
New South Wales,Hunting lobsters in 2.4 m of water,M,13,FATAL,Y,Afternoon,"Bronze whaler shark,3.7 m [12'] "
Queensland,Pearl diving from lugger Whyalla,M,30,Non_Fatal,N,Afternoon,2.4 m [8']  shark
Buenos Aires Province,Floating,M,18,Non_Fatal,N,Afternoon,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett
Madang Province,Crouching in the water,M,26,Non_Fatal,N,Evening,14' shark
Hawaii,Spearfishing,M,15,FATAL,Y,Morning,3 m [10'] shark seen in vicinity
New South Wales,Spearfishing,M,25,Non_Fatal,N,Evening,Wobbegong shark
South Australia,"Fishing, setting nets",M,25,Non_Fatal,N,Evening,2.4 m [8'] shark
California,Body surfing & treading water,M,17,FATAL,Y,Afternoon,"White shark,4.6 m [15'] "
New South Wales,Treading water,M,21,FATAL,Y,Afternoon,2.4 m [8']  shark
KwaZulu-Natal,Swimming,M,23,Non_Fatal,N,Afternoon,"White shark, 1.8 m [6'] "
KwaZulu-Natal,Treading water,M,24,Non_Fatal,N,Evening,"White shark, 2.4 m [8'] "
New South Wales,Fell off surf ski,M,23,Non_Fatal,N,Afternoon,"Wobbegong shark, 4'"
Eastern Cape Province,Body surfing,M,31,Non_Fatal,N,Afternoon,136-kg [300-lb] shark
Queensland,Body surfing,M,21,Non_Fatal,N,Evening,"White shark, 3m, seen in area and hooked 3 days later"
California,Body surfing / treading water,M,31,Non_Fatal,N,Afternoon,White shark
Queensland,Fishing,M,25,Non_Fatal,N,Evening,4' shark
 La Libertad,Jerked overboard while pole fishing for tuna,M,27,Non_Fatal,N,Morning,"1,100-lb shark"
KwaZulu-Natal,Body surfing,M,14,FATAL,Y,Afternoon,"White shark, 3.7 m [12']  according to witnesses"
Jakarta Harbour,Bending over,M,7,FATAL,Y,Afternoon,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']"
New South Wales,Free diving or wading back to shore,M,36,Non_Fatal,N,Afternoon,6' shark
Queensland,Bathing in water 0.9 m deep,M,13,FATAL,Y,Afternoon,"3.3 m [10'9""] shark"
New South Wales,Lifesaving exhibition,M,20,FATAL,Y,Afternoon,"White shark, 3.6 m [11'9""] "
Attica,Swimming,M,17,FATAL,Y,Afternoon,Said to be 6.4 m [21'] shark
Florida,Underwater photography,M,48,Non_Fatal,N,Afternoon,Nurse shark
New South Wales,Fishing,M,9,Non_Fatal,N,Evening,Grey nurse shark
Florida,Swimming,M,20,FATAL,Y,Morning,Possibly C. leucas
KwaZulu-Natal,Treading water,M,21,Non_Fatal,N,Afternoon,"1.5 m, 45-kg shark"
KwaZulu-Natal,Treading water,M,22,Non_Fatal,N,Afternoon,"Blacktip shark, 2 m [6.75'] "
KwaZulu-Natal,Treading water,M,18,Non_Fatal,N,Afternoon,>1.6 m shark
Queensland,Swimming after a tennis ball,M,30,FATAL,Y,Afternoon,4.3 m [14'] shark
Western Australia,Standing,M,18,Non_Fatal,N,Afternoon,"White shark, 4.2 m [13'9""] "
Western Cape Province,Jumping in swells,M,18,Non_Fatal,N,Afternoon,1.5 m [5'] shark
KwaZulu-Natal,Walking,M,37,Non_Fatal,N,Afternoon,Thought to involve a Zambesi shark
Basrah,Swimming,M,15,Non_Fatal,N,Afternoon,Bull shark
Western Cape Province,Swimming,M,17,FATAL,Y,Afternoon,"White shark, according to witnesses"
Gulf of Panama,Dived overboard to check propeller of US Navy motor torpedo boat,M,20,FATAL,Y,Afternoon,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)"
New South Wales,Dog paddling or standing,F,15,FATAL,Y,Morning,Bull shark
Western Cape Province,Swimming ,M,18,FATAL,Y,Afternoon,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses"
Queensland,Treading water,M,24,Non_Fatal,N,Afternoon,"Tiger shark, 2.4 m to 3 m [8' to 10'] "
New South Wales,Swimming,F,28,FATAL,Y,Afternoon,"Bull shark, 4 m [13'] "
Cay Sal Bank,Swimming along side N.E.L. vessel Saluda,M,48,Non_Fatal,N,Evening,1.2 m to 1.5 m [4' to 5'] shark
New York,Fishing from 32' boat,M,43,Non_Fatal,N,Afternoon,2.1 m [7'] shark
California,Fishing,M,53,Non_Fatal,N,Evening,Mako shark (aka bonito shark) 1.2 m [4'] 
KwaZulu-Natal,Treading water,M,25,FATAL,Y,Morning,"White shark, species identity confirmed by tooth pattern"
KwaZulu-Natal,Swimming,M,17,FATAL,Y,Afternoon,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern"
New South Wales,Swimming,M,13,FATAL,Y,Morning,3 m [10'] shark
KwaZulu-Natal,Swimming ,M,18,FATAL,Y,Afternoon,2.4 m [8'] shark
Queensland,Swimming ,M,20,FATAL,Y,Afternoon,2.6 m [8.5'] shark landed 2 hours later
Andros Islands,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,38,Non_Fatal,N,Afternoon,"Nurse shark, 2.1 m [7']"
Queensland,Fishing,M,18,Non_Fatal,N,Afternoon,"Tiger shark, 6'"
Basrah City,"Swimming, naked",M,9,Non_Fatal,N,Afternoon,Bull shark
Queensland ,Swimming ,M,25,FATAL,Y,Evening,Tiger shark
Queensland,Swimming ,M,18,FATAL,Y,Evening,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains "
Torres Strait,"Diving from the lugger San, operated by the Protector of the Aborigines",M,38,Non_Fatal,N,Morning,"Tiger shark, 9' to 10' "
Queensland,"Refused permission to cross on the ferry, he was swimming across the river",M,33,FATAL,Y,Evening,2 days later a 600-lb shark was caught 100 yards from the site
New South Wales,Swimming,M,32,FATAL,Y,Afternoon,White shark
Massachusetts,Swimming crawl stroke,M,16,FATAL,Y,Afternoon,White shark (identified by Dr. Hugh Smith) 
Queensland,Diving for trochus,M,16,Non_Fatal,N,Morning,"Tiger shark, 4.6 m [15'] "
New South Wales,Swimming,M,14,FATAL,Y,Afternoon,White shark
South Australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,FATAL,Y,Evening,White shark
Queensland,"Fell overboard, hanging onto lifebuoy",M,38,FATAL,Y,Evening,3.7 m [12'] shark
New South Wales,Swimming,M,27,FATAL,Y,Afternoon,"White shark, 4 m [13'] "
New South Wales,Standing,M,22,FATAL,Y,Evening,"White shark, 3.5 m to 4 m [11.5' to 13'] "
New South Wales,Splashing,F,13,Non_Fatal,N,Evening,"Tiger shark, 1.5 m [5'] "
New South Wales,Swimming in waist-deep water ,M,15,FATAL,Y,Afternoon,4.3 m [14'] shark seen in vicinity
New South Wales,Swimming in hip-deep water,M,17,FATAL,Y,Afternoon,4 m [13'] shark seen in vicinity
New South Wales,Swimming on sandbar adjacent to channel,M,22,Non_Fatal,N,Afternoon,4.3 m [14'] shark seen in area previous week
New South Wales,Swimming,M,24,Non_Fatal,N,Morning,Thought to involve a mako or grey nurse shark
Eastern Cape Province,Collecting fish by lamplight in gully,M,23,Non_Fatal,N,Evening,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] "
Queensland,Swimming,M,18,Non_Fatal,N,Afternoon,1.5 m [5'] shark
Victoria,Diving off pier & treading water,M,18,FATAL,Y,Afternoon,White shark 4.9 m [16'] 
Western Cape Province,Swimming,M,23,Non_Fatal,N,Evening,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern"
Queensland,Standing in knee-deep water,M,19,Non_Fatal,N,Afternoon,"Grey nurse shark, 4' "
New South Wales,Swimming,M,39,FATAL,Y,Afternoon,Galapagos shark
New South Wales,Body surfing,M,14,FATAL,Y,Evening,12' shark
Gulf of Panama,Swimming,M,17,FATAL,Y,Morning,Morenoâ€™s leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph
Queensland,Bathing,M,15,Non_Fatal,N,Morning,4' shark
Eastern Cape Province,Body surfing,M,18,Non_Fatal,N,Morning,1.2 m [4'] shark
Western Cape Province,Swimming,M,17,FATAL,Y,Morning,"White shark, 4.4 m [14.5'] . "
New South Wales,Body surfing / treading water,M,17,Non_Fatal,N,Afternoon,Grey nurse shark?
New South Wales,Swimming,M,15,FATAL,Y,Morning,3.7 m [12'] shark
New South Wales,Bathing,M,17,Non_Fatal,N,Afternoon,"Grey nurse shark, 4'"
Golfo di Genova in the Ligurian Sea,Swimming,M,20,FATAL,Y,Morning,Said to involve 6 to 7 m [20' to 23'] white shark
California,Swimming with dog near canning factory,M,15,Non_Fatal,N,Evening,1.5 m [5'] white shark or sevengill shark
Western Australia,Floating on his back,M,55,FATAL,Y,Afternoon,"Tiger shark, 4 m [13'] female"
New South Wales,Bathing in waist-deep water,M,16,Non_Fatal,N,Evening,Said to be a â€œsmall sharkâ€
New South Wales,Had just dived into water & was swimming,M,16,FATAL,Y,Afternoon,3 m [10'] shark
Queensland,Bathing in 3' to 4' of water,M,19,FATAL,Y,Morning,"2.7 m [9'] ""blue"" shark"
Westmoreland Parish,Swimming,M,19,FATAL,Y,Morning,6' shark
Western Cape Province,Swimming,M,18,Non_Fatal,N,Morning,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark "
New South Wales,Bathing in knee-deep water,M,21,FATAL,Y,Morning,"White shark, 2.4 m [8'] "
New South Wales,Swimming,M,18,FATAL,Y,Afternoon,White shark
New South Wales,Wading,M,13,FATAL,Y,Morning,12' shark
New Jersey,Swimming,M,24,FATAL,Y,Evening,Thought to involve a 2.6 m [8.5'] white shark
New South Wales,Swimming,M,21,FATAL,Y,Afternoon,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut"
KwaZulu-Natal,Washing horses,M,30,FATAL,Y,Afternoon,1.8 m to 2.7 m [6' to 9'] shark
New South Wales,Bathing,M,40,Non_Fatal,N,Morning,5' shark
Western Cape Province,Swimming,M,29,FATAL,Y,Afternoon,White shark
New South Wales,Bathing,M,19,Non_Fatal,N,Morning,10' to 12' shark
New South Wales,Fishing,M,21,Non_Fatal,N,Evening,12' shark
Queensland,Swimming,M,12,FATAL,Y,Afternoon,Bull shark
Hoogly River,Standing,M,35,FATAL,Y,Morning,Identified as C. gangeticus by Dr. J. Fayrer
Florida,Shark tagging,F,21,Non_Fatal,N,Evening,"Blacktip shark, 5'"
Basrah,Swimming naked near a date palm where many dates fell into the water,M,6,Non_Fatal,N,Afternoon,Bull shark
Basrah,Swimming in section of river used for washing clothes & cooking utensils,M,16,Non_Fatal,N,Afternoon,Bull shark
Basrah,Swimming,M,13,FATAL,Y,Afternoon,Bull shark
